,ID,Culture,Category,output
1691,5920942834276834311_1,"('Telugu', 'India')",Geography / buildings / landmarks,Filipino
1692,5920593854274960595_1,"('Tamil', 'India')",Vehicles and Transportation,Marathi
1693,5865743594276407374_1,"('Korean', 'South Korea')",Objects / materials / clothing,Korean
1694,5920593724273722418_2,"('Marathi', 'India')",Public Figure and pop culture,Bengali
1695,5919326634279365703_0,"('Minangkabau', 'Indonesia')",Traditions / art / history,Indonesian
1696,5865941044273745041_0,"('Chinese', 'Singapore')",Geography / buildings / landmarks,Chinese
1697,5865939264276232141_0,"('Javanese', 'Indonesia')",Cooking and food,Indonesian
1698,5920943064274145111_0,"('Urdu', 'India')",Traditions / art / history,Urdu
1699,5865939244276965786_0,"('Javanese', 'Indonesia')",Sports and recreation,Sundanese
1700,5865752684275057962_1,"('Malay', 'Malaysia')",Cooking and food,Chinese
1701,5922700065416324771_0,"('Sinhala', 'Sri_Lanka')",Geography / buildings / landmarks,Sinhala
1702,5948825686368125351_0,"('Japanese', 'Japan')",People and everyday life,Japanese
1703,5865910674279152813_1,"('Chinese', 'China')",Plants and animal,Korean
1704,5865939214271582658_2,"('Sundanese', 'Indonesia')",Cooking and food,Indonesian
1705,5865939254272936619_0,"('Indonesian', 'Indonesia')",People and everyday life,Indonesian
1706,5865940244275971954_1,"('Urdu', 'Pakistan')",Cooking and food,Filipino
1707,5865910684272389801_0,"('Chinese', 'China')",Plants and animal,Japanese
1708,5865910694276290943_0,"('Chinese', 'China')",Traditions / art / history,Chinese
1709,5865910684276079144_0,"('Chinese', 'China')",Sports and recreation,Japanese
1710,5865752664272365249_1,"('Malay', 'Malaysia')",Sports and recreation,Javanese
1711,6028345774273475947_1,"('Marathi', 'India')",Vehicles and Transportation,Bengali
1712,5865925454279546652_1,"('Filipino', 'Philippines')",Cooking and food,Chinese
1713,5865939234272142572_1,"('Javanese', 'Indonesia')",Public Figure and pop culture,Indonesian
1714,5920593734272824965_1,"('Marathi', 'India')",Cooking and food,Hindi
1715,5865939214272189149_1,"('Sundanese', 'Indonesia')",Cooking and food,Indonesian
1716,5920593724272122080_1,"('Marathi', 'India')",Cooking and food,Japanese
1717,5865687704279890626_0,"('Bengali', 'India')",Public Figure and pop culture,Bengali
1718,5920593714274873952_0,"('Marathi', 'India')",Sports and recreation,Bengali
1719,5865743594274726381_1,"('Korean', 'South Korea')",Cooking and food,Japanese
1720,5865910684278988227_0,"('Chinese', 'China')",Geography / buildings / landmarks,Bengali
1721,5865687704278461802_2,"('Bengali', 'India')",Traditions / art / history,Bengali
1722,5865743584277103161_1,"('Korean', 'South Korea')",Cooking and food,Korean
1723,5865910684277211944_0,"('Chinese', 'China')",Traditions / art / history,Chinese
1724,5865939284271137438_2,"('Indonesian', 'Indonesia')",Objects / materials / clothing,Bengali
1725,5865940254275841688_2,"('Urdu', 'Pakistan')",Vehicles and Transportation,Bengali
1726,6028345774272146954_0,"('Marathi', 'India')",Cooking and food,Bengali
1727,5865940254279042152_1,"('Urdu', 'Pakistan')",Objects / materials / clothing,Bengali
1728,5865743594272218906_1,"('Korean', 'South Korea')",Vehicles and Transportation,Korean
1729,5865941054278004702_0,"('Chinese', 'Singapore')",Vehicles and Transportation,Chinese
1730,5865743584271558826_1,"('Korean', 'South Korea')",Brands / products / companies,Korean
1731,5865784464277727766_0,"('Mongolian', 'Mongolia')",Sports and recreation,Chinese
1732,5920942834279955149_1,"('Telugu', 'India')",Vehicles and Transportation,Marathi
1733,5922815275416017303_0,"('Sinhala', 'Sri_Lanka')",Traditions / art / history,Sinhala
1734,5865941044275877413_0,"('Chinese', 'Singapore')",Geography / buildings / landmarks,Malay
1735,5920593724276885988_0,"('Marathi', 'India')",Vehicles and Transportation,Malay
1736,5865752664278329101_0,"('Malay', 'Malaysia')",Vehicles and Transportation,Indonesian
1737,5865910684276499359_0,"('Chinese', 'China')",Geography / buildings / landmarks,Chinese
1738,5922818445415408632_0,"('Sinhala', 'Sri_Lanka')",Traditions / art / history,Sinhala
1739,5920593604277624480_0,"('Hindi', 'India')",Public Figure and pop culture,Hindi
1740,5865940244272403808_0,"('Urdu', 'Pakistan')",Objects / materials / clothing,Bengali
1741,5920593604276878378_1,"('Hindi', 'India')",Vehicles and Transportation,Marathi
1742,5865939204272609087_0,"('Sundanese', 'Indonesia')",Objects / materials / clothing,Malay
1743,5865940254274845494_0,"('Urdu', 'Pakistan')",Plants and animal,Javanese
1744,5922776685418153233_1,"('Sinhala', 'Sri_Lanka')",Sports and recreation,Javanese
1745,5865910674272691013_0,"('Chinese', 'China')",Traditions / art / history,Chinese
1746,5865752664272765255_0,"('Malay', 'Malaysia')",Objects / materials / clothing,Japanese
1747,5865743584273578471_0,"('Korean', 'South Korea')",Geography / buildings / landmarks,Korean
1748,5920593594274139379_0,"('Hindi', 'India')",Sports and recreation,Tamil
1749,5865784474279857446_2,"('Mongolian', 'Mongolia')",Plants and animal,Japanese
1750,5865941044275089358_0,"('Chinese', 'Singapore')",Geography / buildings / landmarks,Chinese
1751,5865752674277154915_1,"('Malay', 'Malaysia')",Traditions / art / history,Chinese
1752,5865939214278748798_0,"('Sundanese', 'Indonesia')",Cooking and food,Korean
1753,5922886205415323640_0,"('Sinhala', 'Sri_Lanka')",People and everyday life,Sinhala
1754,5920593844271203931_0,"('Tamil', 'India')",Traditions / art / history,Hindi
1755,5922552175418126180_0,"('Sinhala', 'Sri_Lanka')",Vehicles and Transportation,Sinhala
1756,5865940244273207332_1,"('Urdu', 'Pakistan')",Vehicles and Transportation,Urdu
1757,5865743584279743190_1,"('Korean', 'South Korea')",Geography / buildings / landmarks,Korean
1758,5922684045412026406_0,"('Sinhala', 'Sri_Lanka')",Geography / buildings / landmarks,Sinhala
1759,5922908615411139083_1,"('Sinhala', 'Sri_Lanka')",Public Figure and pop culture,Tamil
1760,5865939254271993041_0,"('Indonesian', 'Indonesia')",People and everyday life,Filipino
1761,5865940244278563237_0,"('Urdu', 'Pakistan')",People and everyday life,Bengali
1762,5920593724273975949_1,"('Marathi', 'India')",Cooking and food,Bengali
1763,5865784484274184688_2,"('Mongolian', 'Mongolia')",Geography / buildings / landmarks,Mongolian
1764,5865939264277395072_2,"('Javanese', 'Indonesia')",Geography / buildings / landmarks,Indonesian
1765,5948826196363755763_2,"('Japanese', 'Japan')",Objects / materials / clothing,Japanese
1766,5919326634275437936_2,"('Minangkabau', 'Indonesia')",People and everyday life,Indonesian
1767,5865939244276277584_0,"('Indonesian', 'Indonesia')",Vehicles and Transportation,Indonesian
1768,5899923252748157755_0,"('Minangkabau', 'Indonesia')",Geography / buildings / landmarks,Indonesian
1769,5865940244273595315_1,"('Urdu', 'Pakistan')",Brands / products / companies,Bengali
1770,5865910674275792721_0,"('Chinese', 'China')",Public Figure and pop culture,Chinese
1771,5865941054275884378_0,"('Chinese', 'Singapore')",Plants and animal,Chinese
1772,5920942814273914522_2,"('Telugu', 'India')",Cooking and food,Bengali
1773,5922706865415534441_0,"('Sinhala', 'Sri_Lanka')",Plants and animal,Malay
1774,5865743574277201429_1,"('Korean', 'South Korea')",Cooking and food,Korean
1775,5865925464271584291_1,"('Filipino', 'Philippines')",Cooking and food,Javanese
1776,5920593724279622397_0,"('Marathi', 'India')",Geography / buildings / landmarks,Tamil
1777,5865743584275483473_1,"('Korean', 'South Korea')",Geography / buildings / landmarks,Korean
1778,5865687714272308829_0,"('Bengali', 'India')",Vehicles and Transportation,Bengali
1779,5865939244275858149_0,"('Indonesian', 'Indonesia')",Geography / buildings / landmarks,Indonesian
1780,5865941054279124789_1,"('Chinese', 'Singapore')",Vehicles and Transportation,Chinese
1781,5865939264271157600_2,"('Indonesian', 'Indonesia')",Objects / materials / clothing,Indonesian
1782,5865941054274812296_0,"('Chinese', 'Singapore')",People and everyday life,Chinese
1783,5865939284272670201_0,"('Indonesian', 'Indonesia')",Objects / materials / clothing,Indonesian
1784,5920942834275317330_0,"('Telugu', 'India')",Cooking and food,Bengali
1785,5865939214274402120_1,"('Sundanese', 'Indonesia')",Cooking and food,Filipino
1786,5920593854272717241_1,"('Tamil', 'India')",Traditions / art / history,Marathi
1787,5865743594274659915_0,"('Korean', 'South Korea')",Traditions / art / history,Korean
1788,5865910684276313072_0,"('Chinese', 'China')",Traditions / art / history,Chinese
1789,5865939274274801278_0,"('Javanese', 'Indonesia')",Cooking and food,Malay
1790,5865941044276041736_1,"('Chinese', 'Singapore')",Objects / materials / clothing,Chinese
1791,5865910664275653491_0,"('Chinese', 'China')",Geography / buildings / landmarks,Chinese
1792,5920943054278978002_2,"('Urdu', 'India')",Cooking and food,Bengali
1793,5865687704275820833_0,"('Bengali', 'India')",Vehicles and Transportation,Bengali
1794,5920593594277770171_1,"('Hindi', 'India')",Vehicles and Transportation,Marathi
1795,5920943074275661363_0,"('Urdu', 'India')",Plants and animal,Bengali
1796,5919326624273383138_1,"('Minangkabau', 'Indonesia')",Public Figure and pop culture,Indonesian
1797,5920593584275512692_0,"('Hindi', 'India')",Traditions / art / history,Hindi
1798,5865784464277597251_1,"('Mongolian', 'Mongolia')",Sports and recreation,Japanese
1799,5865910674279788587_0,"('Chinese', 'China')",Brands / products / companies,Chinese
1800,5865910684273698266_0,"('Chinese', 'China')",Geography / buildings / landmarks,Chinese
1801,5865940244272874990_1,"('Urdu', 'Pakistan')",Objects / materials / clothing,Urdu
1802,5920593834278513923_1,"('Tamil', 'India')",People and everyday life,Bengali
1803,5922884795418624128_0,"('Sinhala', 'Sri_Lanka')",People and everyday life,Tamil
1804,5865939214271355547_1,"('Sundanese', 'Indonesia')",Objects / materials / clothing,Indonesian
1805,5920943054276748667_1,"('Urdu', 'India')",Vehicles and Transportation,Tamil
1806,5920942824275971800_0,"('Telugu', 'India')",Brands / products / companies,Hindi
1807,5865941064274346623_0,"('Chinese', 'Singapore')",Geography / buildings / landmarks,Chinese
1808,5920943064278181597_1,"('Urdu', 'India')",Traditions / art / history,Malay
1809,5922813975416469338_1,"('Sinhala', 'Sri_Lanka')",Traditions / art / history,Bengali
1810,5865743574275916300_2,"('Korean', 'South Korea')",Traditions / art / history,Korean
1811,5865743584271943013_1,"('Korean', 'South Korea')",Public Figure and pop culture,Korean
1812,5865925454278442878_1,"('Filipino', 'Philippines')",Cooking and food,Filipino
1813,5922665915416088439_0,"('Sinhala', 'Sri_Lanka')",Cooking and food,Javanese
1814,5865743574276624801_1,"('Korean', 'South Korea')",Geography / buildings / landmarks,Korean
1815,5865687714278655114_1,"('Bengali', 'India')",Cooking and food,Bengali
1816,5865941044276439722_0,"('Chinese', 'Singapore')",Cooking and food,Malay
1817,5865743584279023713_0,"('Korean', 'South Korea')",Objects / materials / clothing,Korean
1818,5865939224277298163_1,"('Sundanese', 'Indonesia')",Cooking and food,Bengali
1819,5865752684273370405_1,"('Malay', 'Malaysia')",Cooking and food,Indonesian
1820,5865910674278194034_0,"('Chinese', 'China')",Geography / buildings / landmarks,Chinese
1821,5865743574274919286_0,"('Korean', 'South Korea')",Geography / buildings / landmarks,Japanese
1822,5865752684274056306_1,"('Malay', 'Malaysia')",Public Figure and pop culture,Malay
1823,5865784464272009473_0,"('Mongolian', 'Mongolia')",Brands / products / companies,Chinese
1824,5899617412744951446_2,"('Minangkabau', 'Indonesia')",Cooking and food,Indonesian
1825,5920593714271011659_0,"('Marathi', 'India')",Plants and animal,Filipino
1826,6028345774278161939_0,"('Marathi', 'India')",Plants and animal,Bengali
1827,5920942824271681045_1,"('Telugu', 'India')",Cooking and food,Bengali
1828,5865910664276203394_1,"('Chinese', 'China')",Plants and animal,Javanese
1829,5865752674279498040_2,"('Malay', 'Malaysia')",People and everyday life,Malay
1830,5865939244271228543_2,"('Indonesian', 'Indonesia')",Plants and animal,Filipino
1831,5865940244278408890_1,"('Urdu', 'Pakistan')",Cooking and food,Bengali
1832,5865752684276597039_1,"('Malay', 'Malaysia')",Cooking and food,Malay
1833,5865910674275843194_0,"('Chinese', 'China')",Objects / materials / clothing,Chinese
1834,5919991134279294700_0,"('Japanese', 'Japan')",Traditions / art / history,Japanese
1835,5865941044271179672_0,"('Chinese', 'Singapore')",People and everyday life,Chinese
1836,5865910664272888749_0,"('Chinese', 'China')",Plants and animal,Mongolian
1837,5865910684275461864_0,"('Chinese', 'China')",Traditions / art / history,Chinese
1838,5865939214273127549_2,"('Sundanese', 'Indonesia')",Cooking and food,Indonesian
1839,5920943064273341324_0,"('Urdu', 'India')",Vehicles and Transportation,Marathi
1840,5922791335416771799_1,"('Sinhala', 'Sri_Lanka')",Traditions / art / history,Filipino
1841,5920593844274764986_0,"('Tamil', 'India')",Traditions / art / history,Tamil
1842,5865939224279262999_1,"('Javanese', 'Indonesia')",Cooking and food,Indonesian
1843,5919991134279412771_0,"('Japanese', 'Japan')",Plants and animal,Japanese
1844,5920593714275795293_1,"('Marathi', 'India')",Sports and recreation,Hindi
1845,5920593594271082002_0,"('Hindi', 'India')",Brands / products / companies,Hindi
1846,5865752684273855267_0,"('Malay', 'Malaysia')",Cooking and food,Malay
1847,5865940244275640679_0,"('Urdu', 'Pakistan')",Brands / products / companies,Urdu
1848,5919326634277960924_1,"('Minangkabau', 'Indonesia')",Plants and animal,Indonesian
1849,5865784464273762528_0,"('Mongolian', 'Mongolia')",Objects / materials / clothing,Mongolian
1850,5865939234273563907_0,"('Javanese', 'Indonesia')",Geography / buildings / landmarks,Filipino
1851,5865939224273822054_0,"('Javanese', 'Indonesia')",Traditions / art / history,Javanese
1852,5865941054278368869_0,"('Chinese', 'Singapore')",Cooking and food,Malay
1853,5922764755414784602_0,"('Sinhala', 'Sri_Lanka')",Brands / products / companies,Malay
1854,5865910664273746482_0,"('Chinese', 'China')",Cooking and food,Chinese
1855,5865910664275013697_1,"('Chinese', 'China')",Plants and animal,Mongolian
1856,5865910694279365902_0,"('Chinese', 'China')",Traditions / art / history,Chinese
1857,5948826956362297522_1,"('Japanese', 'Japan')",People and everyday life,Japanese
1858,5865687704276759331_1,"('Bengali', 'India')",Brands / products / companies,Bengali
1859,5865752674277691027_2,"('Malay', 'Malaysia')",Geography / buildings / landmarks,Filipino
1860,5865939244278075057_0,"('Indonesian', 'Indonesia')",Objects / materials / clothing,Indonesian
1861,5865910664278145159_0,"('Chinese', 'China')",Plants and animal,Japanese
1862,5865940234277083276_0,"('Urdu', 'Pakistan')",Public Figure and pop culture,Urdu
1863,5865687714277496726_0,"('Bengali', 'India')",Objects / materials / clothing,Bengali
1864,5920593594274483923_2,"('Hindi', 'India')",Public Figure and pop culture,Marathi
1865,5865910684279548815_0,"('Chinese', 'China')",Geography / buildings / landmarks,Mongolian
1866,5865941054276915056_0,"('Chinese', 'Singapore')",People and everyday life,Malay
1867,5865940254276568363_0,"('Urdu', 'Pakistan')",Vehicles and Transportation,Urdu
1868,5920593844272504622_0,"('Tamil', 'India')",Vehicles and Transportation,Hindi
1869,5865939214277433018_2,"('Sundanese', 'Indonesia')",People and everyday life,Indonesian
1870,5865743584279009363_0,"('Korean', 'South Korea')",Sports and recreation,Korean
1871,5865687714275655867_1,"('Bengali', 'India')",Cooking and food,Bengali
1872,5865743584275624278_1,"('Korean', 'South Korea')",Plants and animal,Japanese
1873,5865939274279517117_0,"('Indonesian', 'Indonesia')",Brands / products / companies,Indonesian
1874,5920943074274218212_1,"('Urdu', 'India')",Objects / materials / clothing,Tamil
1875,5865925454272839345_2,"('Filipino', 'Philippines')",Sports and recreation,Filipino
1876,5865939254271090787_0,"('Javanese', 'Indonesia')",Vehicles and Transportation,Indonesian
1877,5920943064278695948_1,"('Urdu', 'India')",Brands / products / companies,Hindi
1878,5865940254274775602_1,"('Urdu', 'Pakistan')",Geography / buildings / landmarks,Urdu
1879,5920943074271254120_1,"('Urdu', 'India')",Public Figure and pop culture,Indian
1880,5865941054275555391_0,"('Chinese', 'Singapore')",Cooking and food,Chinese
1881,5865784464278794562_0,"('Mongolian', 'Mongolia')",Traditions / art / history,Mongolian
1882,5865743594272320972_1,"('Korean', 'South Korea')",Sports and recreation,Korean
1883,5919326634272113556_0,"('Minangkabau', 'Indonesia')",Geography / buildings / landmarks,Filipino
1884,5920588974276774536_0,"('Urdu', 'India')",Cooking and food,Bengali
1885,5922915145419195513_0,"('Sinhala', 'Sri_Lanka')",Public Figure and pop culture,Tamil
1886,5865940254279731830_1,"('Urdu', 'Pakistan')",Public Figure and pop culture,Bengali
1887,5865939214278129175_1,"('Sundanese', 'Indonesia')",People and everyday life,Bengali
1888,5919326624274750011_0,"('Minangkabau', 'Indonesia')",Public Figure and pop culture,Indonesian
1889,5865939234278770792_0,"('Javanese', 'Indonesia')",Public Figure and pop culture,Indonesian
1890,5865940244274044316_0,"('Urdu', 'Pakistan')",Cooking and food,Bengali
1891,6028345764278686692_0,"('Marathi', 'India')",Traditions / art / history,Tamil
1892,5865941044272139120_0,"('Chinese', 'Singapore')",Cooking and food,Malay
1893,5865939254273324687_0,"('Javanese', 'Indonesia')",Cooking and food,Bengali
1894,5865910684279579444_0,"('Chinese', 'China')",Geography / buildings / landmarks,Chinese
1895,5920943064279892731_2,"('Urdu', 'India')",Geography / buildings / landmarks,Hindi
1896,5899599332743577960_2,"('Minangkabau', 'Indonesia')",Traditions / art / history,Javanese
1897,5865743594277304650_0,"('Korean', 'South Korea')",Brands / products / companies,Korean
1898,5900315289939852852_0,"('Minangkabau', 'Indonesia')",Sports and recreation,Filipino
1899,6001329595414180391_1,"('Hindi', 'India')",Traditions / art / history,Bengali
1900,5865939254276977258_1,"('Indonesian', 'Indonesia')",Traditions / art / history,Malay
1901,5865939234271865558_1,"('Indonesian', 'Indonesia')",Traditions / art / history,Javanese
1902,5919326634279231935_0,"('Minangkabau', 'Indonesia')",Cooking and food,Indonesian
1903,5865910684271138091_0,"('Chinese', 'China')",Cooking and food,Chinese
1904,5919991144274846866_1,"('Japanese', 'Japan')",Cooking and food,Japanese
1905,5922900865411508298_0,"('Sinhala', 'Sri_Lanka')",People and everyday life,Tamil
1906,5920943074279378677_1,"('Urdu', 'India')",Cooking and food,Bengali
1907,5865910674271950573_1,"('Chinese', 'China')",Geography / buildings / landmarks,Chinese
1908,5865784484274390793_1,"('Mongolian', 'Mongolia')",Geography / buildings / landmarks,Mongolian
1909,5865687714276163242_0,"('Bengali', 'India')",Cooking and food,Bengali
1910,5920942834274283231_1,"('Telugu', 'India')",Traditions / art / history,Tamil
1911,5865940244279605914_0,"('Urdu', 'Pakistan')",Cooking and food,Bengali
1912,5865939264277831072_1,"('Javanese', 'Indonesia')",Cooking and food,Indonesian
1913,5865939234276313726_0,"('Javanese', 'Indonesia')",Geography / buildings / landmarks,Indonesian
1914,5920942814278676186_0,"('Telugu', 'India')",Public Figure and pop culture,Tamil
1915,5865941054272322422_0,"('Chinese', 'Singapore')",Objects / materials / clothing,Filipino
1916,5865939214277528014_0,"('Sundanese', 'Indonesia')",Objects / materials / clothing,Filipino
1917,5865941044274772095_0,"('Chinese', 'Singapore')",Cooking and food,Chinese
1918,5865941044276649935_0,"('Chinese', 'Singapore')",People and everyday life,Tamil
1919,6028345784275607100_1,"('Marathi', 'India')",Traditions / art / history,Tamil
1920,5919991124276526614_0,"('Japanese', 'Japan')",Public Figure and pop culture,Japanese
1921,5865940254276311857_1,"('Urdu', 'Pakistan')",Cooking and food,Bengali
1922,5865752664275158886_1,"('Malay', 'Malaysia')",Cooking and food,Malay
1923,5865939214271731090_0,"('Sundanese', 'Indonesia')",Brands / products / companies,Indonesian
1924,5920943054276893749_0,"('Urdu', 'India')",Sports and recreation,Bengali
1925,5865939254275385424_1,"('Indonesian', 'Indonesia')",Cooking and food,Indonesian
1926,5865784484272042337_1,"('Mongolian', 'Mongolia')",Geography / buildings / landmarks,Chinese
1927,5865941044275296417_0,"('Chinese', 'Singapore')",Geography / buildings / landmarks,Malay
1928,5865784464275940676_0,"('Mongolian', 'Mongolia')",Public Figure and pop culture,Japanese
1929,5890180256326916949_0,"('Indonesian', 'Indonesia')",Vehicles and Transportation,Indonesian
1930,5865743584277424649_1,"('Korean', 'South Korea')",Plants and animal,Japanese
1931,5865784464271620357_0,"('Mongolian', 'Mongolia')",Vehicles and Transportation,Mongolian
1932,5865939264272312834_1,"('Indonesian', 'Indonesia')",Traditions / art / history,Javanese
1933,5865687704275153660_0,"('Bengali', 'India')",Sports and recreation,Bengali
1934,5865752684274656210_0,"('Malay', 'Malaysia')",Traditions / art / history,Javanese
1935,5900086199939842669_0,"('Minangkabau', 'Indonesia')",Geography / buildings / landmarks,Indonesian
1936,5919326634272297978_1,"('Minangkabau', 'Indonesia')",Objects / materials / clothing,Indonesian
1937,5865752684271830481_1,"('Malay', 'Malaysia')",Cooking and food,Malay
1938,5865752664277857916_0,"('Malay', 'Malaysia')",Cooking and food,Chinese
1939,5865910664277274397_1,"('Chinese', 'China')",Geography / buildings / landmarks,Chinese
1940,5865910664279558630_0,"('Chinese', 'China')",Traditions / art / history,Chinese
1941,5865743584271755211_1,"('Korean', 'South Korea')",Geography / buildings / landmarks,Korean
1942,5899641782747424333_0,"('Minangkabau', 'Indonesia')",Cooking and food,Korean
1943,5865910684279167309_0,"('Chinese', 'China')",Plants and animal,Japanese
1944,5865939234278111178_0,"('Indonesian', 'Indonesia')",Traditions / art / history,Indonesian
1945,5865784464275039343_0,"('Mongolian', 'Mongolia')",Brands / products / companies,Mongolian
1946,5922756405419579989_0,"('Sinhala', 'Sri_Lanka')",Brands / products / companies,Sinhala
1947,5865939224276337059_0,"('Javanese', 'Indonesia')",Cooking and food,Malay
1948,5865784464275914971_1,"('Mongolian', 'Mongolia')",Objects / materials / clothing,Mongolian
1949,5919991144278510809_1,"('Japanese', 'Japan')",Cooking and food,Japanese
1950,5865939254278125010_0,"('Indonesian', 'Indonesia')",Vehicles and Transportation,Indonesian
1951,5865784474272222783_1,"('Mongolian', 'Mongolia')",Traditions / art / history,Japanese
1952,5899917442741714731_1,"('Minangkabau', 'Indonesia')",Cooking and food,Indonesian
1953,5879901208654727252_1,"('Bengali', 'India')",Public Figure and pop culture,Bengali
1954,5865784474273599733_0,"('Mongolian', 'Mongolia')",Cooking and food,Bengali
1955,5865939224278552803_1,"('Javanese', 'Indonesia')",Plants and animal,Bengali
1956,5865939234274987443_1,"('Indonesian', 'Indonesia')",Sports and recreation,Javanese
1957,5865939244276053163_0,"('Indonesian', 'Indonesia')",Plants and animal,Filipino
1958,5920943064272916645_0,"('Urdu', 'India')",Vehicles and Transportation,Hindi
1959,5865784474277041841_0,"('Mongolian', 'Mongolia')",Plants and animal,Mongolian
1960,5920942824277282901_2,"('Telugu', 'India')",Plants and animal,Filipino
1961,5920593834273285626_0,"('Tamil', 'India')",Traditions / art / history,Tamil
1962,5919326634273064222_0,"('Minangkabau', 'Indonesia')",Cooking and food,Filipino
1963,5865784464276117966_0,"('Mongolian', 'Mongolia')",People and everyday life,Japanese
1964,5865939234276860453_1,"('Indonesian', 'Indonesia')",Cooking and food,Indonesian
1965,5865687724271203845_1,"('Bengali', 'India')",Traditions / art / history,Bengali
1966,5865941054274397489_0,"('Chinese', 'Singapore')",Geography / buildings / landmarks,Malay
1967,5920943064278227492_0,"('Urdu', 'India')",Cooking and food,Bengali
1968,5865941054272162529_0,"('Chinese', 'Singapore')",People and everyday life,Chinese
1969,5920942834273928907_0,"('Telugu', 'India')",Geography / buildings / landmarks,Marathi
1970,5878953420816907745_0,"('Malay', 'Malaysia')",Cooking and food,Indonesian
1971,5865743584278799281_0,"('Korean', 'South Korea')",People and everyday life,Korean
1972,5865939264272395220_0,"('Javanese', 'Indonesia')",Traditions / art / history,Javanese
1973,5920593724273339104_0,"('Marathi', 'India')",Traditions / art / history,Tamil
1974,5920943054278083237_0,"('Urdu', 'India')",Geography / buildings / landmarks,Tamil
1975,5922883925412271602_0,"('Sinhala', 'Sri_Lanka')",People and everyday life,Sinhala
1976,5920593604279392213_0,"('Hindi', 'India')",Plants and animal,Bengali
1977,5919991144273641001_1,"('Japanese', 'Japan')",Traditions / art / history,Japanese
1978,5920593724276518688_0,"('Marathi', 'India')",People and everyday life,Hindi
1979,5865687704278213959_2,"('Bengali', 'India')",Traditions / art / history,Marathi
1980,5922764055416457335_0,"('Sinhala', 'Sri_Lanka')",Brands / products / companies,Malay
1981,5865687704272685216_0,"('Bengali', 'India')",Brands / products / companies,Hindi
1982,5865784484275179648_0,"('Mongolian', 'Mongolia')",Cooking and food,Filipino
1983,5865687704273414792_0,"('Bengali', 'India')",Public Figure and pop culture,Bengali
1984,5865939224278014388_0,"('Javanese', 'Indonesia')",Cooking and food,Bengali
1985,5865752664274415806_1,"('Malay', 'Malaysia')",Public Figure and pop culture,Chinese
1986,5865752684274292566_0,"('Malay', 'Malaysia')",Plants and animal,Filipino
1987,5920942834276716597_0,"('Telugu', 'India')",Cooking and food,Bengali
1988,5920943064278687178_1,"('Urdu', 'India')",Sports and recreation,Urdu
1989,5865925454272214391_2,"('Filipino', 'Philippines')",Traditions / art / history,Filipino
1990,5865752674273402418_0,"('Malay', 'Malaysia')",Brands / products / companies,Japanese
1991,5865925464274708631_0,"('Filipino', 'Philippines')",Objects / materials / clothing,Filipino
1992,5865910664276319803_2,"('Chinese', 'China')",People and everyday life,Japanese
1993,5865910674271929696_1,"('Chinese', 'China')",Geography / buildings / landmarks,Chinese
1994,5920593594278377501_1,"('Hindi', 'India')",People and everyday life,Hindi
1995,5920593854278804038_1,"('Tamil', 'India')",Geography / buildings / landmarks,Marathi
1996,5865939224279411061_0,"('Javanese', 'Indonesia')",Objects / materials / clothing,Bengali
1997,5865940254278216688_1,"('Urdu', 'Pakistan')",Cooking and food,Bengali
1998,5865940244278771570_0,"('Urdu', 'Pakistan')",People and everyday life,Urdu
1999,5865939274274929316_0,"('Indonesian', 'Indonesia')",Brands / products / companies,Indonesian
2000,5919991144275562881_0,"('Japanese', 'Japan')",Objects / materials / clothing,Japanese
2001,5865939244273459302_1,"('Indonesian', 'Indonesia')",Brands / products / companies,Filipino
2002,5865941054273753581_0,"('Chinese', 'Singapore')",Geography / buildings / landmarks,Tamil
2003,5922897865413039863_0,"('Sinhala', 'Sri_Lanka')",People and everyday life,Javanese
2004,5920942834274003435_1,"('Telugu', 'India')",Geography / buildings / landmarks,Marathi
2005,5865687714278234543_0,"('Bengali', 'India')",Cooking and food,Filipino
2006,5865939254271049408_2,"('Indonesian', 'Indonesia')",Sports and recreation,Javanese
2007,5920593844276445399_1,"('Tamil', 'India')",Sports and recreation,Bengali
2008,5865940254274511950_1,"('Urdu', 'Pakistan')",Cooking and food,Bengali
2009,5865939264273932460_0,"('Indonesian', 'Indonesia')",Brands / products / companies,Indonesian
2010,5865910684278354531_0,"('Chinese', 'China')",Cooking and food,Korean
2011,5922792205413913786_0,"('Sinhala', 'Sri_Lanka')",Traditions / art / history,Sinhala
2012,5865941044278222512_0,"('Chinese', 'Singapore')",Objects / materials / clothing,Malay
2013,5865939224275049307_2,"('Javanese', 'Indonesia')",Sports and recreation,Japanese
2014,6001311185419847732_1,"('Hindi', 'India')",Cooking and food,Bengali
2015,5919991134274940944_0,"('Japanese', 'Japan')",Public Figure and pop culture,Japanese
2016,5865941044275190607_0,"('Chinese', 'Singapore')",Objects / materials / clothing,Japanese
2017,5865743574278310846_0,"('Korean', 'South Korea')",Plants and animal,Filipino
2018,5865910674272856371_0,"('Chinese', 'China')",Cooking and food,Japanese
2019,5865687714278936238_0,"('Bengali', 'India')",Vehicles and Transportation,Bengali
2020,6028345774271126672_1,"('Marathi', 'India')",Vehicles and Transportation,Bengali
2021,5865939234279272431_0,"('Javanese', 'Indonesia')",Public Figure and pop culture,Indonesian
2022,5865752664277854602_1,"('Malay', 'Malaysia')",Cooking and food,Chinese
2023,5865743594273068730_1,"('Korean', 'South Korea')",Vehicles and Transportation,Korean
