,ID,Culture,Category,output
1871,5865687714275655867_1,"('Bengali', 'India')",Cooking and food,"The image appears to depict a large, pyramid-like arrangement of round, coconut-like sweets. These sweets are neatly stacked in a triangular formation,"
1872,5865743584275624278_1,"('Korean', 'South Korea')",Plants and animal,Japanese
1873,5865939274279517117_0,"('Indonesian', 'Indonesia')",Brands / products / companies,"- Choklad
- Choklad
- Choklad
- Choklad
- Choklad
- Choklad
"
1874,5920943074274218212_1,"('Urdu', 'India')",Objects / materials / clothing,"The image displays a vibrant array of colorful fabrics, each representing different cultural or traditional clothing styles. These include patterns and designs reminiscent of various Asian cultures and"
1875,5865925454272839345_2,"('Filipino', 'Philippines')",Sports and recreation,Indonesian
1876,5865939254271090787_0,"('Javanese', 'Indonesia')",Vehicles and Transportation,"The image best represents ""American"" culture."
1877,5920943064278695948_1,"('Urdu', 'India')",Brands / products / companies,"The image you provided appears to depict a large display of Parle-G candies in a store, with a child on the packaging. The child is"
1878,5865940254274775602_1,"('Urdu', 'Pakistan')",Geography / buildings / landmarks,Japanese
1879,5920943074271254120_1,"('Urdu', 'India')",Public Figure and pop culture,"The image shows a cricket match in progress, with the players in action, and the spectators in the stands. The image also includes the umpires"
1880,5865941054275555391_0,"('Chinese', 'Singapore')",Cooking and food,Chinese
1881,5865784464278794562_0,"('Mongolian', 'Mongolia')",Traditions / art / history,Japanese
1882,5865743594272320972_1,"('Korean', 'South Korea')",Sports and recreation,Chinese
1883,5919326634272113556_0,"('Minangkabau', 'Indonesia')",Geography / buildings / landmarks,The image best represents a **Bathos** in one word only.
1884,5920588974276774536_0,"('Urdu', 'India')",Cooking and food,Japanese
1885,5922915145419195513_0,"('Sinhala', 'Sri_Lanka')",Public Figure and pop culture,"The image features two men standing side by side, both wearing black T-shirts with the same design. The design on the T-shirts includes a"
1886,5865940254279731830_1,"('Urdu', 'Pakistan')",Public Figure and pop culture,Japanese
1887,5865939214278129175_1,"('Sundanese', 'Indonesia')",People and everyday life,"The image shows a group of people gathered around a table, with their hands stacked on top of each other's fingers, forming a heart shape. The"
1888,5919326624274750011_0,"('Minangkabau', 'Indonesia')",Public Figure and pop culture,Japanese
1889,5865939234278770792_0,"('Javanese', 'Indonesia')",Public Figure and pop culture,Japanese
1890,5865940244274044316_0,"('Urdu', 'Pakistan')",Cooking and food,The image best represents **American** culture.
1891,6028345764278686692_0,"('Marathi', 'India')",Traditions / art / history,Bengali
1892,5865941044272139120_0,"('Chinese', 'Singapore')",Cooking and food,"The image best represents a meal from the **Bengali** culture. This meal includes elements such as rice, vegetables, and fried food, which"
1893,5865939254273324687_0,"('Javanese', 'Indonesia')",Cooking and food,Japanese
1894,5865910684279579444_0,"('Chinese', 'China')",Geography / buildings / landmarks,Chinese
1895,5920943064279892731_2,"('Urdu', 'India')",Geography / buildings / landmarks,Hindi
1896,5899599332743577960_2,"('Minangkabau', 'Indonesia')",Traditions / art / history,- Javanese
1897,5865743594277304650_0,"('Korean', 'South Korea')",Brands / products / companies,Korean
1898,5900315289939852852_0,"('Minangkabau', 'Indonesia')",Sports and recreation,Filipino
1899,6001329595414180391_1,"('Hindi', 'India')",Traditions / art / history,"The image depicts a traditional festival or cultural event, with people dressed in vibrant and colorful attire, participating in various activities, and celebrating their heritage."
1900,5865939254276977258_1,"('Indonesian', 'Indonesia')",Traditions / art / history,"- Malay
- Sinhala
- Sinhala
- Sinhala. One of the parade
-- Sinhala
-"
1901,5865939234271865558_1,"('Indonesian', 'Indonesia')",Traditions / art / history,- Javanese
1902,5919326634279231935_0,"('Minangkabau', 'Indonesia')",Cooking and food,The image best represents a dish from the Filipino culture.
1903,5865910684271138091_0,"('Chinese', 'China')",Cooking and food,Japanese
1904,5919991144274846866_1,"('Japanese', 'Japan')",Cooking and food,"The image best represents the phrase ""Effortless."""
1905,5922900865411508298_0,"('Sinhala', 'Sri_Lanka')",People and everyday life,"The image depicts a vibrant and colorful scene from a cultural or religious event, possibly a festival or ceremony, with many people in traditional attire. The setting"
1906,5920943074279378677_1,"('Urdu', 'India')",Cooking and food,"The image best represents ""Bengali."""
1907,5865910674271950573_1,"('Chinese', 'China')",Geography / buildings / landmarks,Japanese
1908,5865784484274390793_1,"('Mongolian', 'Mongolia')",Geography / buildings / landmarks,The image features a house with solar panels on its roof. There is also a wind turbine and several other structures in the background. The sky is cloud
1909,5865687714276163242_0,"('Bengali', 'India')",Cooking and food,Japanese
1910,5920942834274283231_1,"('Telugu', 'India')",Traditions / art / history,"The image shows a vibrant and colorful scene featuring a large, yellowish temple with multiple tiers, and intricate carvings. The temple is surrounded by"
1911,5865940244279605914_0,"('Urdu', 'Pakistan')",Cooking and food,"- Marathi
- Filipino
- Sinh
- Marathi
- Filipino
- Sinh
-- Marathi
- Sinh"
1912,5865939264277831072_1,"('Javanese', 'Indonesia')",Cooking and food,"The image shows a serving dish of **Nasi Lemak**, which is a type of fried rice dish."
1913,5865939234276313726_0,"('Javanese', 'Indonesia')",Geography / buildings / landmarks,"- Javan
- Tailand
- Sundanese
- Korean
- Minangkabau
- Sundanese
- Korean
- Min"
1914,5920942814278676186_0,"('Telugu', 'India')",Public Figure and pop culture,"The image features three men standing together, with one man wearing white shirt and another man wearing black shirt. The background has a banner with text in Tamil"
1915,5865941054272322422_0,"('Chinese', 'Singapore')",Objects / materials / clothing,"The image shows a display for pillows in a store. The display is shaped like a pineapple, and it has text that says ""Pine"
1916,5865939214277528014_0,"('Sundanese', 'Indonesia')",Objects / materials / clothing,The image best represents the Filipino culture.
1917,5865941044274772095_0,"('Chinese', 'Singapore')",Cooking and food,This image represents a type of question or problem.
1918,5865941044276649935_0,"('Chinese', 'Singapore')",People and everyday life,Chinese
1919,6028345784275607100_1,"('Marathi', 'India')",Traditions / art / history,"- Filipino
- Telugu
- Filipino
- Telugu
- Filipino
- Telugu
- Filipino
- Telugu
- Filipino"
1920,5919991124276526614_0,"('Japanese', 'Japan')",Public Figure and pop culture,The image best represents Bengali culture.
1921,5865940254276311857_1,"('Urdu', 'Pakistan')",Cooking and food,Bengali
1922,5865752664275158886_1,"('Malay', 'Malaysia')",Cooking and food,Indonesian
1923,5865939214271731090_0,"('Sundanese', 'Indonesia')",Brands / products / companies,"- Filipino
- Minangkabau
- Sundanese
- Filipino
- Minangkabau
- Sundanese
- Filipino
-"
1924,5920943054276893749_0,"('Urdu', 'India')",Sports and recreation,"The image depicts a group of people engaged in playing a board game, likely carrom, which involves moving pieces on a checkered surface. Based on"
1925,5865939254275385424_1,"('Indonesian', 'Indonesia')",Cooking and food,"[image]
[200000000. To make the most amazing food, in a
[20000"
1926,5865784484272042337_1,"('Mongolian', 'Mongolia')",Geography / buildings / landmarks,Japanese
1927,5865941044275296417_0,"('Chinese', 'Singapore')",Geography / buildings / landmarks,Chinese
1928,5865784464275940676_0,"('Mongolian', 'Mongolia')",Public Figure and pop culture,Japanese
1929,5890180256326916949_0,"('Indonesian', 'Indonesia')",Vehicles and Transportation,"- Sinhala
- Sinhala
- Sinhala
- Sinhala
- Sinhala
- Sinhala
"
1930,5865743584277424649_1,"('Korean', 'South Korea')",Plants and animal,Japanese
1931,5865784464271620357_0,"('Mongolian', 'Mongolia')",Vehicles and Transportation,A classic black car is driving down the street.
1932,5865939264272312834_1,"('Indonesian', 'Indonesia')",Traditions / art / history,"The image best represents ""Bengali."""
1933,5865687704275153660_0,"('Bengali', 'India')",Sports and recreation,Bengali
1934,5865752684274656210_0,"('Malay', 'Malaysia')",Traditions / art / history,Javanese
1935,5900086199939842669_0,"('Minangkabau', 'Indonesia')",Geography / buildings / landmarks,"
Javanese
Javanese
Javanese
Javanese
Javanese
Javanese
Javanese
J"
1936,5919326634272297978_1,"('Minangkabau', 'Indonesia')",Objects / materials / clothing,"- 2
- 2
- 2
- 2
- 2
- 2
- 2
- "
1937,5865752684271830481_1,"('Malay', 'Malaysia')",Cooking and food,"The image shows a person dressed in traditional attire, possibly representing a specific culture or country. The attire includes elements such as green vest, red and white"
1938,5865752664277857916_0,"('Malay', 'Malaysia')",Cooking and food,Chinese
1939,5865910664277274397_1,"('Chinese', 'China')",Geography / buildings / landmarks,Chinese
1940,5865910664279558630_0,"('Chinese', 'China')",Traditions / art / history,Japanese
1941,5865743584271755211_1,"('Korean', 'South Korea')",Geography / buildings / landmarks," yellowstone stone tower and people dark brown,The with warning Clapp, well the memorial to, Memorial the memorial to in military National Park, in"
1942,5899641782747424333_0,"('Minangkabau', 'Indonesia')",Cooking and food,The image best represents **Bengali**.
1943,5865910684279167309_0,"('Chinese', 'China')",Plants and animal,Chinese
1944,5865939234278111178_0,"('Indonesian', 'Indonesia')",Traditions / art / history,"This image features a group of people dressed in elaborate, traditional clothing, engaging in a activity, possibly related to a cultural event. 

The image"
1945,5865784464275039343_0,"('Mongolian', 'Mongolia')",Brands / products / companies,The image shows a street scene with a building and several cars parked in front of it. The building has a sign in Russian. The sign is yellow
1946,5922756405419579989_0,"('Sinhala', 'Sri_Lanka')",Brands / products / companies," best
- 1."
1947,5865939224276337059_0,"('Javanese', 'Indonesia')",Cooking and food,Indonesian
1948,5865784464275914971_1,"('Mongolian', 'Mongolia')",Objects / materials / clothing,The image best represents the **Japanese** culture.
1949,5919991144278510809_1,"('Japanese', 'Japan')",Cooking and food,The image best represents Japanese culture.
1950,5865939254278125010_0,"('Indonesian', 'Indonesia')",Vehicles and Transportation,"The image shows a scene from a movie or TV show featuring a character from a movie or TV show, with the text ""The quick brown fox"""
1951,5865784474272222783_1,"('Mongolian', 'Mongolia')",Traditions / art / history,-
1952,5899917442741714731_1,"('Minangkabau', 'Indonesia')",Cooking and food,Filipino
1953,5879901208654727252_1,"('Bengali', 'India')",Public Figure and pop culture,"The image likely represents a person speaking at a podium, possibly for a conference, likely about literature or academics."
1954,5865784474273599733_0,"('Mongolian', 'Mongolia')",Cooking and food,"The image best represents a plate of food, likely from the options below.

- Bengali: Javanese
- Tamil
- Filipino
- Min"
1955,5865939224278552803_1,"('Javanese', 'Indonesia')",Plants and animal,Bengali
1956,5865939234274987443_1,"('Indonesian', 'Indonesia')",Sports and recreation,The image best represents the Bengali culture.
1957,5865939244276053163_0,"('Indonesian', 'Indonesia')",Plants and animal,Japanese
1958,5920943064272916645_0,"('Urdu', 'India')",Vehicles and Transportation,"The image shows a red train with the number.
- Javanese
- Hindi
- Telugu
- Sinh
- Hindi
-"
1959,5865784474277041841_0,"('Mongolian', 'Mongolia')",Plants and animal,"The image best represents a bird of prey. The correct option is ""Bengalua."""
1960,5920942824277282901_2,"('Telugu', 'India')",Plants and animal,The image best represents a **Bengali**.
1961,5920593834273285626_0,"('Tamil', 'India')",Traditions / art / history,"- Filipino
- Telugu
- Filipino
- Telugu
- Filipino
- Telugu
- Filipino
- Telugu
- Filipino"
1962,5919326634273064222_0,"('Minangkabau', 'Indonesia')",Cooking and food,Japanese
1963,5865784464276117966_0,"('Mongolian', 'Mongolia')",People and everyday life,- Japanese
1964,5865939234276860453_1,"('Indonesian', 'Indonesia')",Cooking and food,"- Javanese
- Javanese
- Javanese
- Javanese
- Javanese
- Javanese
"
1965,5865687724271203845_1,"('Bengali', 'India')",Traditions / art / history,"The image best represents a **witch's** cauldron, which is situated in the middle of a **sand**. This cauldron is"
1966,5865941054274397489_0,"('Chinese', 'Singapore')",Geography / buildings / landmarks,Chinese
1967,5920943064278227492_0,"('Urdu', 'India')",Cooking and food,"The image best represents **Japanese** culture. The dish in the image appears to be a type of Japanese food, likely a savory or pancake"
1968,5865941054272162529_0,"('Chinese', 'Singapore')",People and everyday life,Javanese
1969,5920942834273928907_0,"('Telugu', 'India')",Geography / buildings / landmarks," ben Germany Germany by flags, on fest the U.S and rec charming European theme at the spices at Epc ter meticul, l true Bay, mounted"
1970,5878953420816907745_0,"('Malay', 'Malaysia')",Cooking and food,Japanese
1971,5865743584278799281_0,"('Korean', 'South Korea')",People and everyday life,Japanese
1972,5865939264272395220_0,"('Javanese', 'Indonesia')",Traditions / art / history,The image best represents the Filipino culture.
1973,5920593724273339104_0,"('Marathi', 'India')",Traditions / art / history,"The image shows a vibrant and colorful scene featuring a large, yellowish temple with multiple tiers, and intricate carvings. The temple is surrounded by"
1974,5920943054278083237_0,"('Urdu', 'India')",Geography / buildings / landmarks,Bengali
1975,5922883925412271602_0,"('Sinhala', 'Sri_Lanka')",People and everyday life,-
1976,5920593604279392213_0,"('Hindi', 'India')",Plants and animal,Hindi
1977,5919991144273641001_1,"('Japanese', 'Japan')",Traditions / art / history,"The image primarily represents elements of Asian culture. The display includes various traditional and colorful items, such as dolls, teapots, and other decorative"
1978,5920593724276518688_0,"('Marathi', 'India')",People and everyday life,"The image depicts a group of people engaged in a cultural or traditional gathering, possibly related to a specific cultural event or ceremony. The individuals are dressed in"
1979,5865687704278213959_2,"('Bengali', 'India')",Traditions / art / history,The image best represents Bengali culture.
1980,5922764055416457335_0,"('Sinhala', 'Sri_Lanka')",Brands / products / companies,Japanese
1981,5865687704272685216_0,"('Bengali', 'India')",Brands / products / companies,Japanese
1982,5865784484275179648_0,"('Mongolian', 'Mongolia')",Cooking and food,Filipino
1983,5865687704273414792_0,"('Bengali', 'India')",Public Figure and pop culture,Bengali
1984,5865939224278014388_0,"('Javanese', 'Indonesia')",Cooking and food,The image best represents the **Japanese** culture.
1985,5865752664274415806_1,"('Malay', 'Malaysia')",Public Figure and pop culture,Japanese
1986,5865752684274292566_0,"('Malay', 'Malaysia')",Plants and animal,"The image best represents ""Javanese."""
1987,5920942834276716597_0,"('Telugu', 'India')",Cooking and food,Chinese
1988,5920943064278687178_1,"('Urdu', 'India')",Sports and recreation,Hindi
1989,5865925454272214391_2,"('Filipino', 'Philippines')",Traditions / art / history,Filipino
1990,5865752674273402418_0,"('Malay', 'Malaysia')",Brands / products / companies,"The image depicts a handbag with a distinctive pattern featuring various words in different languages. The bag is adorned with gold-colored metal chains and handles,"
1991,5865925464274708631_0,"('Filipino', 'Philippines')",Objects / materials / clothing,"The image shows a group of people dressed in traditional Filipino attire, likely for a cultural or festive event. The attire consists of embroidered shirts"
1992,5865910664276319803_2,"('Chinese', 'China')",People and everyday life,"The image depicts a room filled with various vintage and items. These include old-fashioned furniture, kitchen appliances, and other memorabilia. The room has"
1993,5865910674271929696_1,"('Chinese', 'China')",Geography / buildings / landmarks,Chinese
1994,5920593594278377501_1,"('Hindi', 'India')",People and everyday life,"The image depicts a group of people engaged in a cultural or traditional gathering, possibly related to a specific cultural event or ceremony. The individuals are dressed in"
1995,5920593854278804038_1,"('Tamil', 'India')",Geography / buildings / landmarks,"The image shows the entrance to a building with a sign that reads ""Department of Posts, India"". The sign is in the Indian language. The sign"
1996,5865939224279411061_0,"('Javanese', 'Indonesia')",Objects / materials / clothing,Filipino
1997,5865940254278216688_1,"('Urdu', 'Pakistan')",Cooking and food,"- Japanese
- Japanese
- Japanese
- Japanese
- Japanese
- Japanese
- Japanese
- Japanese
- Japanese
- Japanese
"
1998,5865940244278771570_0,"('Urdu', 'Pakistan')",People and everyday life,"The image you provided is a representation of a scene from a movie, possibly titled ""The Shining of a and b, c, d the e"
1999,5865939274274929316_0,"('Indonesian', 'Indonesia')",Brands / products / companies,"- Minat.
- Sundanese.
- Sundanese.
- Sundanese.
- Sundanese.
- Sundanese.
- Sundanese.
- Sund"
2000,5919991144275562881_0,"('Japanese', 'Japan')",Objects / materials / clothing,- Malayerの malay.� 7500Hai!  malayの malay. Kawaiの 750
2001,5865939244273459302_1,"('Indonesian', 'Indonesia')",Brands / products / companies,"- Japanese
- Japanese
- Japanese
- Japanese
- Japanese
- Japanese
- Japanese
- Japanese
- Japanese
- Japanese
"
2002,5865941054273753581_0,"('Chinese', 'Singapore')",Geography / buildings / landmarks,The image best represents the **Korean** culture.
2003,5922897865413039863_0,"('Sinhala', 'Sri_Lanka')",People and everyday life,"The image best represents the Javanese culture. The individual's attire and the setting are reminiscent of traditional Javanese practices, particularly the use of"
2004,5920942834274003435_1,"('Telugu', 'India')",Geography / buildings / landmarks,"- Sinhala
- Japanese
- Sinhala
- Sinhala
- Sinhala
- Sinhala
- S"
2005,5865687714278234543_0,"('Bengali', 'India')",Cooking and food,The image shows a bowl of food placed on a wooden table. The food in the bowl is a mix of vegetables and sauce. The vegetables include potatoes
2006,5865939254271049408_2,"('Indonesian', 'Indonesia')",Sports and recreation,Indonesian
2007,5920593844276445399_1,"('Tamil', 'India')",Sports and recreation,The image shows a group of people playing a sport on a field with a ball and sticks.
2008,5865940254274511950_1,"('Urdu', 'Pakistan')",Cooking and food,Japanese
2009,5865939264273932460_0,"('Indonesian', 'Indonesia')",Brands / products / companies,"The image shows a large, sign for a store named ""Gram Media"" in bright red letters. Large red letters. The image shows a store"
2010,5865910684278354531_0,"('Chinese', 'China')",Cooking and food,Japanese
2011,5922792205413913786_0,"('Sinhala', 'Sri_Lanka')",Traditions / art / history,"The image depicts a vibrant and colorful market stall adorned with festive decorations, likely representing various cultures and celebrations from around the world. The stall is"
2012,5865941044278222512_0,"('Chinese', 'Singapore')",Objects / materials / clothing,The image shows a large red and white banner with black and yellow text. The banner is placed on a grassy area with trees and buildings in the
2013,5865939224275049307_2,"('Javanese', 'Indonesia')",Sports and recreation,The image best represents Bengali culture.
2014,6001311185419847732_1,"('Hindi', 'India')",Cooking and food,Indonesian
2015,5919991134274940944_0,"('Japanese', 'Japan')",Public Figure and pop culture,"The image shows a simple line drawing of a cat with the word ""ね"" in Japanese. The drawing consists of a cat's head, body,"
2016,5865941044275190607_0,"('Chinese', 'Singapore')",Objects / materials / clothing,"- Tinh
- Tinh
- Tinh
- Tinh
- Tinh
- Tinh
- Tinh
- T"
2017,5865743574278310846_0,"('Korean', 'South Korea')",Plants and animal,Japanese
2018,5865910674272856371_0,"('Chinese', 'China')",Cooking and food,"- Javan
- Sinhala
- Sinhala
- Sinhala
- Sinhala
- Sinhala
-"
2019,5865687714278936238_0,"('Bengali', 'India')",Vehicles and Transportation,"The image best represents ""Filipino""."
2020,6028345774271126672_1,"('Marathi', 'India')",Vehicles and Transportation,"The image best represents ""Filipino""."
2021,5865939234279272431_0,"('Javanese', 'Indonesia')",Public Figure and pop culture,Japanese
2022,5865752664277854602_1,"('Malay', 'Malaysia')",Cooking and food,Japanese
2023,5865743594273068730_1,"('Korean', 'South Korea')",Vehicles and Transportation,"- Filipino
- Minangkabau
- Sundanese
- Korean
- Minangkabau
- Sundanese
- Korean
-"
2024,5865941054274168320_0,"('Chinese', 'Singapore')",Vehicles and Transportation,Chinese
2025,5865784464278122681_0,"('Mongolian', 'Mongolia')",Vehicles and Transportation,Mongolian
2026,5920593604271036468_0,"('Hindi', 'India')",Cooking and food,The image best represents **Japanese** culture.
2027,5865925464277168179_0,"('Filipino', 'Philippines')",Cooking and food," a meatball past sw brown paper chicken sandwiches. coated with decorated with coated with with, with a in cre everything corn dog. waff."
2028,5865939274277011005_1,"('Indonesian', 'Indonesia')",Traditions / art / history,The image shows a decorative helmet with intricate patterns and designs. The helmet is likely to be used for sports or other activities.
2029,5865752674276660570_0,"('Malay', 'Malaysia')",People and everyday life,- Indonesian
2030,5865939214271178728_1,"('Sundanese', 'Indonesia')",Public Figure and pop culture,The image you're asking for is a question.
2031,5920942824274048827_1,"('Telugu', 'India')",Public Figure and pop culture,Hindi
2032,5865939274271090687_0,"('Javanese', 'Indonesia')",Cooking and food,- **Context: The image shows a vibrant yellow food cart with a blue tarp cover and a person serving food. The cart has a sign that says
2033,5919326624274813142_1,"('Minangkabau', 'Indonesia')",Cooking and food,"The image best represents ""Bengali."
2034,5865939264272200781_0,"('Javanese', 'Indonesia')",Cooking and food,"The image shows a large pile of small figurines, which are being funneled into a large bowl by a machine that resembles a cannon. The"
2035,5890159996321653084_1,"('Indonesian', 'Indonesia')",People and everyday life,"The image best represents the culture of ""Bakokoa""."
2036,5865910674274522108_0,"('Chinese', 'China')",Traditions / art / history,"The image shows a room with white walls and a green plant. There are several large posters hanging from the ceiling, each poster featuring different symbols and characters"
2037,5922676085417291138_0,"('Sinhala', 'Sri_Lanka')",Geography / buildings / landmarks,The image best represents Bengali culture.
2038,5865939234273119903_0,"('Indonesian', 'Indonesia')",Brands / products / companies,"- Filipino
- Minangkabau
- Sundanese
- Filipino
- Minangkabau
- Sundanese
- Filipino
-"
2039,5920943074274115678_1,"('Urdu', 'India')",Geography / buildings / landmarks,Marathi
2040,5865941044276715033_0,"('Chinese', 'Singapore')",Geography / buildings / landmarks,Indonesian
2041,5920942834272297113_1,"('Telugu', 'India')",Traditions / art / history,"- Sundanese
- Sundanese
- Sundanese
- Sundanese
- Sundanese
- Sundanese
- Sundanese
- Sund"
2042,5865939274272693341_0,"('Indonesian', 'Indonesia')",Cooking and food,Filipino
2043,5865941044279810524_0,"('Chinese', 'Singapore')",Vehicles and Transportation,The image best represents the Bengali culture.
2044,5920593844273274387_0,"('Tamil', 'India')",Objects / materials / clothing,The image best represents Chinese culture.
2045,5865925454273593240_0,"('Filipino', 'Philippines')",Traditions / art / history,Indonesian
2046,5865941064272586600_0,"('Chinese', 'Singapore')",Geography / buildings / landmarks,Indonesian
2047,5865925464277273496_0,"('Filipino', 'Philippines')",People and everyday life,The image best represents a cultural or traditional practice of **Bengali** (a specific cultural or traditional practice from one of the following countries: Bengali
2048,5922772855416880844_0,"('Sinhala', 'Sri_Lanka')",Sports and recreation,Japanese
2049,5865784464277713668_1,"('Mongolian', 'Mongolia')",Cooking and food,"The image shows a traditional dish consisting of crackers and a creamy mixture, likely representing a cultural or regional cuisine."
2050,5920943064272168494_1,"('Urdu', 'India')",Brands / products / companies,"The image best represents Asian culture.

Answer: Asian"
2051,5865939244274628530_0,"('Sundanese', 'Indonesia')",Cooking and food,The image best represents the **Bengaliu** culture.
2052,5865939274273446442_1,"('Indonesian', 'Indonesia')",Cooking and food,"The image best represents ""Bengali."
2053,6001320905419447566_0,"('Hindi', 'India')",Vehicles and Transportation,The image best represents **Chinese** culture.
2054,5920942824273390823_0,"('Telugu', 'India')",Public Figure and pop culture,"The image best represents ""Bengali""."
2055,5865910684278310943_0,"('Chinese', 'China')",Objects / materials / clothing,"The image best represents the Chinese culture. The ornate, golden bowl with intricate designs and the presence of Chinese characters are indicative of Chinese art and craft"
2056,5865939224272325585_0,"('Javanese', 'Indonesia')",Objects / materials / clothing,"This image shows a group of people standing in a room, with a table full of food, and a large window."
2057,5920593604277934673_2,"('Hindi', 'India')",Cooking and food,"The image shows a colorful array of drinks in cups, each filled with different colored layers of flavored syrup and topped with candy. The drinks are arranged"
2058,5865939234273911599_0,"('Indonesian', 'Indonesia')",Vehicles and Transportation,Japanese
2059,5922893355413104989_0,"('Sinhala', 'Sri_Lanka')",People and everyday life,Hindi
2060,5865939244276331992_1,"('Indonesian', 'Indonesia')",People and everyday life,"- Arabic
- Urdu
- Malay
- Sinhala
- Japanese
- Urdu
- Malay
- Sinhala
"
2061,5865687714273341513_0,"('Bengali', 'India')",Traditions / art / history,The image shows a white ceramic figurine with a brown spot.
2062,5865939264275440696_1,"('Indonesian', 'Indonesia')",Brands / products / companies,"- Sundanese
- Sundanese
- Sundanese
- Sundanese
- Sundanese
- Sundanese
- Sundanese
- Sund"
2063,5865941064279027764_0,"('Chinese', 'Singapore')",Plants and animal,Javanese
2064,5865910684273444114_0,"('Chinese', 'China')",Geography / buildings / landmarks,"The image depicts a serene scene with a stone lion statue prominently featured, with the lion holding a smaller lion in its paws. The statue is"
2065,5865910664275364554_1,"('Chinese', 'China')",Geography / buildings / landmarks,Chinese
2066,5920593844277222844_1,"('Tamil', 'India')",Sports and recreation, These individuals are playing a game of badminton.
2067,5865939254275060426_0,"('Indonesian', 'Indonesia')",Geography / buildings / landmarks,The image best represents a **Bathos** in one word only.
2068,5920593834278341721_1,"('Tamil', 'India')",Vehicles and Transportation,"The image best represents ""Filipino""."
2069,5920942824274852774_1,"('Telugu', 'India')",People and everyday life,The image best represents the culture of **Filipino**.
2070,5865743594271492505_0,"('Korean', 'South Korea')",Objects / materials / clothing,The image best represents the **Japanese** culture.
2071,5865743574275460631_1,"('Korean', 'South Korea')",People and everyday life,"I'm sorry, but I can't help you with that.
- Bengali
- Javanese
- Tamil
- Filipino
- Minangk"
2072,5922701285416390161_0,"('Sinhala', 'Sri_Lanka')",Geography / buildings / landmarks,Malay
2073,5922564015418973133_1,"('Sinhala', 'Sri_Lanka')",Objects / materials / clothing,Javanese
2074,5865910674277649019_0,"('Chinese', 'China')",Objects / materials / clothing,- Chinese
2075,5865752684273451179_1,"('Malay', 'Malaysia')",People and everyday life,-
2076,5920593724273421404_0,"('Marathi', 'India')",Cooking and food,Chinese
2077,5865939224273635801_0,"('Javanese', 'Indonesia')",People and everyday life,"The image shows a group of people gathered around a table, with their hands stacked on top of each other's fingers, forming a heart shape. The"
2078,5865910684271721353_0,"('Chinese', 'China')",Traditions / art / history,Chinese
2079,5865941054279861444_0,"('Chinese', 'Singapore')",Brands / products / companies,Japanese
2080,5865939224277512106_0,"('Sundanese', 'Indonesia')",Cooking and food,Japanese
2081,5920943064275040556_0,"('Urdu', 'India')",Geography / buildings / landmarks,"The image depicts
- S.
- S.
- S.
- S.
- S.
- S.
- S.
- S.
- S"
2082,5920593594274335208_1,"('Hindi', 'India')",Geography / buildings / landmarks,The image best represents the Hawa Palace.
2083,5865941054277824179_0,"('Chinese', 'Singapore')",Geography / buildings / landmarks,Japanese
2084,5865939234272104037_1,"('Indonesian', 'Indonesia')",Sports and recreation,Javanese
2085,5865910674272256090_0,"('Chinese', 'China')",Cooking and food,"- Javan.
- Javan.
- Javan.
- Javan.
- Javan.
- Javan.
- Javan.
- J"
2086,5865687714271421299_0,"('Bengali', 'India')",Geography / buildings / landmarks,Japanese
2087,5865687714272866154_1,"('Bengali', 'India')",Traditions / art / history,"The image shows an ornate, intricately designed musical instrument, resembling a **Bassoon**. It features a long, curved neck with numerous"
2088,5865941064274931803_0,"('Chinese', 'Singapore')",Traditions / art / history,Chinese
2089,5919991144272130082_0,"('Japanese', 'Japan')",Traditions / art / history,Chinese
2090,5865910684275278248_0,"('Chinese', 'China')",Sports and recreation,Japanese
2091,5865940254271905885_0,"('Urdu', 'Pakistan')",Plants and animal,- Javanese
2092,5920593594275282992_0,"('Hindi', 'India')",Plants and animal,Filipino
2093,5865743594275055702_1,"('Korean', 'South Korea')",Geography / buildings / landmarks,Japanese
2094,5920942834277335432_1,"('Telugu', 'India')",Traditions / art / history,".
"
2095,5865939244279998491_0,"('Indonesian', 'Indonesia')",Cooking and food,"The image best represents a traditional dessert from the Philippines, known as ""Minangkabau""."
2096,5922899015417014914_0,"('Sinhala', 'Sri_Lanka')",People and everyday life,Hindi
2097,5865910684272768680_0,"('Chinese', 'China')",Traditions / art / history,"The image best represents a vibrant and festive parade or carnival celebration, featuring performers in elaborate and colorful costumes. The participants are dressed in outfits"
2098,5865939214277313382_0,"('Sundanese', 'Indonesia')",Public Figure and pop culture,"- 
- 
- 
- 
- 
- 
- 
- 
- 
- 
"
2099,5922677105413715721_0,"('Sinhala', 'Sri_Lanka')",Geography / buildings / landmarks,The image best represents the Indonesian culture.
2100,5919991134278330970_1,"('Japanese', 'Japan')",Plants and animal,Japanese
2101,5865752674274493578_0,"('Malay', 'Malaysia')",Traditions / art / history,Indonesian
2102,5865910684272121226_0,"('Chinese', 'China')",Traditions / art / history,Chinese
2103,5865784474279904407_0,"('Mongolian', 'Mongolia')",Brands / products / companies,".
"
2104,5865941044274020919_0,"('Chinese', 'Singapore')",Cooking and food,The image best represents Chinese culture.
2105,5865910684276224304_0,"('Chinese', 'China')",Geography / buildings / landmarks,The image shows a person holding a piece of paper currency with Chinese characters on it. The currency features a colorful illustration of a landscape with Chinese characters on
